537,3100,-23.416729999999998,-46.373995,ida,1458839123061
537,3098,-23.37877,-46.32735833333333,ida,1458838652866
537,32610,-23.459901809692383,-46.53651428222656,volta,1458839202000
537,32617,-23.378803253173828,-46.32740020751953,volta,1458839217000
537,32628,-23.4679012298584,-46.51533508300781,ida,1458839168000
537,32632,-23.394866943359375,-46.32416534423828,volta,1458839146000
537,32651,-23.402929306030273,-46.31711196899414,volta,1458839191000
537,32648,-23.383777618408203,-46.32579803466797,ida,1458839219000
552,33716,-23.40615463256836,-46.477073669433594,volta,1458835958000
552,33717,-23.52439308166504,-46.626861572265625,ida,1458839234000
552,33700,-23.406402587890625,-46.477394104003906,volta,1458838709000
552,33703,-23.40597915649414,-46.47706985473633,volta,1458837884000
552,33701,-23.40143585205078,-46.46788787841797,volta,1458836039000
552,33714,-23.502286911010742,-46.564735412597656,volta,1458839137000
552,33705,-23.40149688720703,-46.46839904785156,volta,1458839233000
552,33702,-23.40635108947754,-46.47001647949219,volta,1458838615000
552,33704,-23.4301815032959,-46.49433135986328,volta,1458839220000
552,33696,-23.50387191772461,-46.56796646118164,ida,1458839115000
552,33699,-23.40631866455078,-46.47721481323242,volta,1458837661000
552,33709,-23.41741943359375,-46.47528839111328,volta,1458839233000
552,33697,-23.411527633666992,-46.4582633972168,ida,1458839234000
552,33698,-23.405609130859375,-46.47665786743164,volta,1458837159000
552,33706,-23.52680206298828,-46.59504699707031,ida,1458839232000
552,33711,-23.426740646362305,-46.49612808227539,ida,1458839236000
552,33695,-23.459381103515625,-46.49626922607422,ida,1458839211000
552,33693,-23.40232276916504,-46.46939468383789,volta,1458833885000
552,33707,-23.49106788635254,-46.5488166809082,volta,1458838729000
552,33736,-23.529909133911133,-46.58830642700195,volta,1458839210000
552,3061,-23.518278333333335,-46.625431666666664,ida,1458839193762
552,3007,-23.405933333333337,-46.47699666666667,volta,1458838249604
011,33609,-23.426074981689453,-46.549686431884766,volta,1458838331000
011,33606,-23.49747657775879,-46.55781173706055,volta,1458838794000
011,33759,-23.435991287231445,-46.54705047607422,ida,1458839181000
011,33602,-23.456661224365234,-46.537879943847656,volta,1458839228000
011,33650,-23.428197860717773,-46.54486846923828,volta,1458838331000
011,33608,-23.518539428710938,-46.62315368652344,ida,1458839224000
011,33748,-23.51583480834961,-46.57853698730469,volta,1458838993000
011,33682,-23.44564437866211,-46.54778289794922,ida,1458838876000
011,33689,-23.43560218811035,-46.547706604003906,volta,1458839223000
011,3160,-23.453781666666668,-46.54105833333333,volta,1458839043628
011,3106,-23.52550666666667,-46.630118333333336,ida,1458839027496
011,3144,-23.525353333333335,-46.626151666666665,volta,1458838587744
011,3117,-23.473259999999996,-46.53146666666667,volta,1458838666735
011,3028,-23.44407833333333,-46.548570000000005,volta,1458838649850
011,3015,-23.42629833333334,-46.549426666666676,ida,1458838518116
011,3014,-23.525526666666664,-46.630053333333336,ida,1458838784179
011,33609,-23.426074981689453,-46.549686431884766,volta,1458838331000
011,33606,-23.49747657775879,-46.55781173706055,volta,1458838794000
011,33759,-23.435991287231445,-46.54705047607422,ida,1458839181000
011,33602,-23.456661224365234,-46.537879943847656,volta,1458839228000
011,33650,-23.428197860717773,-46.54486846923828,volta,1458838331000
011,33608,-23.518539428710938,-46.62315368652344,ida,1458839224000
011,33748,-23.51583480834961,-46.57853698730469,volta,1458838993000
011,33682,-23.44564437866211,-46.54778289794922,ida,1458838876000
011,33689,-23.43560218811035,-46.547706604003906,volta,1458839223000
011,3160,-23.453781666666668,-46.54105833333333,volta,1458839043628
011,3106,-23.52550666666667,-46.630118333333336,ida,1458839027496
011,3144,-23.525353333333335,-46.626151666666665,volta,1458838587744
011,3117,-23.473259999999996,-46.53146666666667,volta,1458838666735
011,3028,-23.44407833333333,-46.548570000000005,volta,1458838649850
011,3015,-23.42629833333334,-46.549426666666676,ida,1458838518116
011,3014,-23.525526666666664,-46.630053333333336,ida,1458838784179
552,33716,-23.40615463256836,-46.477073669433594,volta,1458835958000
552,33717,-23.52439308166504,-46.626861572265625,ida,1458839234000
552,33700,-23.406402587890625,-46.477394104003906,volta,1458838709000
552,33703,-23.40597915649414,-46.47706985473633,volta,1458837884000
552,33701,-23.40143585205078,-46.46788787841797,volta,1458836039000
552,33714,-23.502286911010742,-46.564735412597656,volta,1458839137000
552,33705,-23.40149688720703,-46.46839904785156,volta,1458839233000
552,33702,-23.40635108947754,-46.47001647949219,volta,1458838615000
552,33704,-23.4301815032959,-46.49433135986328,volta,1458839220000
552,33696,-23.50387191772461,-46.56796646118164,ida,1458839115000
552,33699,-23.40631866455078,-46.47721481323242,volta,1458837661000
552,33709,-23.41741943359375,-46.47528839111328,volta,1458839233000
552,33697,-23.411527633666992,-46.4582633972168,ida,1458839234000
552,33698,-23.405609130859375,-46.47665786743164,volta,1458837159000
552,33706,-23.52680206298828,-46.59504699707031,ida,1458839232000
552,33711,-23.426740646362305,-46.49612808227539,ida,1458839236000
552,33695,-23.459381103515625,-46.49626922607422,ida,1458839211000
552,33693,-23.40232276916504,-46.46939468383789,volta,1458833885000
552,33707,-23.49106788635254,-46.5488166809082,volta,1458838729000
552,33736,-23.529909133911133,-46.58830642700195,volta,1458839210000
552,3061,-23.518278333333335,-46.625431666666664,ida,1458839193762
552,3007,-23.405933333333337,-46.47699666666667,volta,1458838249604
506,12321,-23.634575,-46.951277777777776,ida,1458839113000
506,12311,-23.584827423095703,-46.76667785644531,volta,1458839201000
503,12212,-23.605091666666667,-46.926183333333334,volta,1458839205000
503,12252,-23.639469146728516,-46.989341735839844,ida,1458839203000
503,12172,-23.60919952392578,-46.91830062866211,volta,1458839220000
503,12327,-23.635247222222223,-46.989022222222225,volta,1458839104000
503,12182,-23.60416603088379,-46.931575775146484,ida,1458839196000
503,12162,-23.597766666666665,-46.90712222222222,volta,1458839140000
503,12437,-23.664836883544922,-47.008384704589844,ida,1458839217000
503,12232,-23.597819444444443,-46.907183333333336,ida,1458838813000
503,12202,-23.616134643554688,-46.9718132019043,volta,1458839189000
503,12222,-23.607961111111113,-46.94891111111111,volta,1458839236000
015,38712,-23.44989585876465,-46.50844955444336,ida,1458835632000
015,38713,-23.439929962158203,-46.50775146484375,volta,1458835619000
015,38712,-23.44989585876465,-46.50844955444336,ida,1458835632000
015,38713,-23.439929962158203,-46.50775146484375,volta,1458835619000
015,38712,-23.44989585876465,-46.50844955444336,ida,1458835632000
015,38713,-23.439929962158203,-46.50775146484375,volta,1458835619000
015,38712,-23.44989585876465,-46.50844955444336,ida,1458835632000
015,38713,-23.439929962158203,-46.50775146484375,volta,1458835619000
507,12287,-23.615070343017578,-46.972007751464844,volta,1458839226000
507,12307,-23.605622222222223,-47.02405,ida,1458839191000
507,12347,-23.60028076171875,-46.90922164916992,ida,1458839226000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
042,39134,-23.461822509765625,-46.57781982421875,volta,1458818023000
042,39132,-23.26873016357422,-46.58816909790039,ida,1458839197000
042,39130,-23.316640853881836,-46.58430480957031,ida,1458839116000
042,39126,-23.48517417907715,-46.615779876708984,ida,1458839218000
042,39142,-23.48149871826172,-46.60197830200195,ida,1458839214000
042,39144,-23.467708587646484,-46.584022521972656,ida,1458839108000
042,39148,-23.489011764526367,-46.61909103393555,ida,1458839186000
042,39146,-23.26369857788086,-46.590328216552734,ida,1458839216000
014,22192,-23.3511905670166,-46.74440383911133,circular,1458839006000
014,22193,-23.319177627563477,-46.70148849487305,circular,1458838810000
014,22191,-23.341794444444446,-46.74350555555556,circular,1458839162000
123,1147,-23.629235,-46.589529999999996,ida,1458838875687
123,1263,-23.610104999999997,-46.57166666666667,ida,1458839139937
123,1272,-23.61226166666667,-46.56790833333333,ida,1458838720856
123,1398,-23.61396,-46.597078333333336,volta,1458838893009
392BI1,25160,-23.544700622558594,-46.851200103759766,ida,1458839154000
510,15819,-23.647579193115234,-46.79073715209961,volta,1458839033000
510,15827,-23.656780242919922,-46.80125045776367,volta,1458838783000
