117914692	935.63	57.00	24.13	23.60	
120221344	935.59	57.00	24.12	23.60	
122528004	935.65	57.00	24.11	23.60	
124834668	935.62	57.00	24.09	23.60	
127141328	935.67	57.00	24.09	23.60	
129447988	935.64	57.00	24.06	23.60	
131754648	935.64	57.00	24.05	23.60	
134062324	935.55	57.00	24.03	23.60	
136369060	935.67	56.90	24.04	23.60	
138675816	935.56	56.90	24.01	23.60	
140983496	935.63	57.00	24.01	23.60	
143290148	935.60	57.00	23.99	23.60	
145596792	935.65	57.00	23.99	23.60	
147903452	935.62	57.00	23.98	23.60	
150210112	935.59	57.00	23.96	23.60	
152515832	935.63	57.10	23.96	23.60	
154822600	935.66	57.10	23.95	23.60	
157129364	935.55	56.90	23.94	23.50	
159437044	935.57	57.00	23.94	23.60	
161743796	935.61	56.90	23.92	23.50	
164050568	935.66	57.10	23.85	23.60	
166357312	935.59	57.10	23.78	23.60	
168664060	935.60	57.10	23.81	23.60	
170970820	935.62	57.10	23.77	23.50	
173277576	935.61	57.10	23.76	23.50	
175584328	935.62	57.10	23.77	23.50	
177891084	935.64	57.10	23.76	23.50	
180197832	935.63	57.20	23.73	23.50	
182504596	935.62	57.20	23.71	23.50	
184811388	935.57	57.30	23.68	23.50	
187118196	935.65	57.30	23.70	23.50	
189425000	935.58	57.30	23.69	23.50	
191731816	935.64	57.30	23.67	23.50	
194038576	935.64	57.20	23.67	23.50	
196345332	935.64	57.20	23.67	23.50	
198652144	935.61	57.30	23.68	23.50	
200958952	935.61	57.30	23.68	23.50	
203265804	935.55	57.40	23.68	23.50	
205572640	935.64	57.40	23.70	23.50	
207878452	935.66	57.40	23.69	23.50	
210185292	935.57	57.40	23.65	23.50	
212492088	935.68	57.30	23.65	23.50	
214798932	935.59	57.40	23.63	23.50	
217105776	935.60	57.50	23.62	23.50	
219412540	935.63	57.40	23.62	23.40	
221719284	935.68	57.40	23.62	23.40	
224026128	935.66	57.50	23.60	23.50	
226332888	935.67	57.40	23.61	23.40	
228639736	935.66	57.50	23.61	23.50	
230946588	935.59	57.50	23.61	23.40	
233253428	935.57	57.50	23.60	23.40	
235559244	935.63	57.50	23.60	23.40	
237866092	935.62	57.50	23.60	23.40	
240172944	935.63	57.50	23.60	23.40	
242479800	935.69	57.50	23.61	23.40	
244786560	935.61	57.40	23.60	23.40	
247093324	935.67	57.30	23.60	23.40	
249399976	935.66	57.20	23.62	23.40	
251706740	935.67	57.30	23.60	23.40	
254013508	935.57	57.30	23.60	23.40	
256320252	935.66	57.30	23.60	23.40	
258626996	935.56	57.30	23.59	23.40	
260933756	935.63	57.40	23.60	23.40	
263240504	935.58	57.40	23.59	23.40	
265547260	935.68	57.40	23.59	23.40	
267854012	935.59	57.40	23.58	23.40	
270160760	935.64	57.40	23.57	23.40	
272467536	935.62	57.40	23.57	23.40	
274774292	935.68	57.40	23.56	23.40	
277081032	935.62	57.40	23.56	23.40	
279387788	935.59	57.40	23.54	23.40	
281694532	935.64	57.40	23.52	23.40	
284001284	935.60	57.30	23.52	23.40	
286308076	935.60	57.10	23.52	23.40	
288614776	935.65	57.00	23.52	23.40	
290921488	935.65	57.00	23.52	23.40	
293228188	935.65	57.00	23.52	23.40	
295534884	935.64	57.00	23.52	23.40	
297841576	935.64	57.00	23.52	23.40	
300148276	935.66	57.00	23.52	23.40	
302454968	935.58	57.00	23.51	23.40	
304761768	935.68	57.10	23.52	23.40	
307068432	935.63	57.20	23.51	23.40	
309375104	935.65	57.20	23.51	23.40	
311681860	935.64	57.30	23.51	23.40	
313988624	935.65	57.30	23.50	23.40	
316295384	935.61	57.30	23.51	23.40	
318602032	935.52	57.20	23.49	23.40	
320908684	935.60	57.20	23.50	23.40	
323215336	935.59	57.20	23.49	23.40	
325522000	935.62	57.20	23.49	23.40	
327829704	935.59	57.20	23.48	23.40	
330136356	935.60	57.20	23.48	23.40	
332443148	935.61	57.10	23.46	23.40	
334748924	935.59	57.10	23.46	23.40	
337055644	935.64	57.00	23.46	23.40	
339362444	935.63	57.10	23.44	23.40	
341669240	935.69	57.10	23.44	23.40	
343976056	935.58	57.10	23.43	23.40	
346282712	935.55	57.20	23.41	23.40	
348589368	935.61	57.20	23.42	23.40	
350896024	935.64	57.20	23.41	23.40	
353202824	935.58	57.10	23.39	23.40	
355509628	935.60	57.10	23.38	23.40	
357816444	935.69	57.10	23.38	23.40	
360123240	935.58	57.10	23.36	23.40	
362430052	935.62	57.10	23.35	23.40	
364736764	935.60	57.00	23.33	23.40	
367043472	935.64	57.00	23.34	23.40	
369350224	935.56	56.70	23.32	23.40	
371657916	935.67	56.60	23.34	23.40	
373964664	935.59	56.70	23.35	23.40	
376271344	935.59	56.50	23.34	23.40	
378578004	935.56	56.50	23.33	23.40	
380884660	935.69	56.50	23.35	23.40	
383191332	935.58	56.60	23.33	23.40	
385497992	935.63	56.60	23.34	23.40	
387804664	935.58	56.60	23.34	23.40	
390111428	935.64	56.70	23.34	23.40	
392418180	935.69	56.70	23.35	23.40	
394724816	935.61	56.80	23.34	23.40	
397031532	935.69	56.70	23.34	23.30	
399338244	935.69	56.70	23.33	23.30	
401644856	935.67	56.80	23.35	23.40	
403951468	935.58	56.80	23.33	23.40	
406258180	935.62	56.70	23.33	23.30	
408564900	935.60	56.70	23.32	23.30	
410871592	935.59	56.70	23.32	23.30	
413178208	935.69	56.80	23.32	23.40	
415484912	935.61	56.90	23.27	23.40	
417791616	935.57	57.00	23.21	23.30	
420099300	935.55	57.20	23.19	23.40	
422406036	935.55	57.30	23.21	23.40	
424712800	935.69	57.20	23.23	23.30	
427019536	935.63	57.10	23.24	23.30	
429326240	935.67	57.00	23.25	23.30	
431632944	935.62	57.00	23.27	23.30	
433939608	935.61	56.90	23.27	23.30	
436246260	935.67	56.90	23.27	23.30	
438552916	935.60	56.90	23.28	23.30	
440859564	935.65	56.90	23.29	23.30	
443166228	935.62	56.90	23.28	23.30	
445472892	935.62	56.90	23.28	23.30	
447779592	935.67	57.00	23.30	23.30	
450086288	935.63	57.00	23.29	23.30	
452392992	935.68	57.00	23.32	23.30	
454699648	935.62	56.90	23.32	23.30	
457006348	935.59	57.00	23.30	23.30	
459313104	935.66	57.10	23.32	23.30	
461619868	935.66	57.10	23.33	23.30	
463926624	935.64	57.10	23.33	23.30	
466233400	935.63	57.10	23.33	23.30	
468540160	935.69	57.20	23.34	23.30	
470846872	935.60	57.30	23.34	23.30	
473153576	935.64	57.30	23.34	23.30	
475460276	935.61	57.30	23.33	23.30	
477767036	935.65	57.40	23.35	23.30	
480073800	935.64	57.40	23.35	23.30	
482380596	935.60	57.50	23.34	23.30	
484687392	935.64	57.50	23.36	23.30	
486993172	935.61	57.50	23.34	23.30	
489299980	935.70	57.50	23.34	23.30	
491606780	935.67	57.50	23.33	23.30	
493913588	935.64	57.50	23.33	23.30	
496220356	935.65	57.40	23.33	23.30	
498526960	935.61	57.60	23.33	23.30	
500833564	935.65	57.70	23.35	23.30	
503140180	935.67	57.70	23.36	23.30	
505446800	935.64	57.60	23.37	23.30	
507753412	935.62	57.70	23.38	23.30	
510060028	935.62	57.70	23.38	23.30	
512366648	935.64	57.60	23.38	23.30	
514673244	935.64	57.60	23.40	23.30	
516980880	935.65	57.60	23.40	23.30	
519287672	935.66	57.50	23.38	23.30	
521594488	935.65	57.50	23.40	23.30	
523901288	935.60	57.50	23.39	23.30	
526208100	935.68	57.50	23.40	23.30	
528514712	935.62	57.60	23.39	23.30	
530821420	935.68	57.90	23.40	23.30	
533128020	935.65	58.10	23.41	23.30	
535434732	935.70	58.30	23.40	23.30	
537741388	935.67	58.50	23.40	23.30	
540048080	935.65	58.30	23.39	23.30	
542354784	935.64	58.30	23.38	23.30	
544661440	935.58	58.20	23.35	23.30	
546968060	935.64	58.10	23.33	23.30	
549274676	935.65	58.10	23.33	23.30	
551581292	935.64	58.10	23.33	23.30	
553888936	935.65	58.10	23.32	23.30	
556195540	935.71	58.10	23.32	23.30	
558502156	935.69	58.10	23.32	23.30	
560808820	935.65	58.20	23.32	23.30	
563115548	935.66	58.30	23.32	23.30	
565422268	935.63	58.30	23.32	23.30	
567728924	935.65	58.40	23.33	23.30	
570035576	935.65	58.30	23.33	23.20	
572342244	935.66	58.40	23.34	23.30	
574648900	935.66	58.30	23.34	23.20	
576956500	935.65	58.20	23.34	23.20	
579263160	935.63	58.20	23.34	23.30	
581569832	935.61	58.20	23.35	23.30	
583876456	935.65	58.10	23.36	23.30	
586183184	935.63	58.10	23.35	23.20	
588489896	935.67	58.10	23.37	23.20	
590796592	935.65	58.30	23.37	23.30	
593103172	935.71	58.20	23.37	23.20	
595409736	935.63	58.20	23.37	23.20	
597716408	935.61	58.30	23.37	23.20	
600023076	935.67	58.30	23.36	23.20	
602329636	935.66	58.40	23.37	23.20	
604636204	935.68	58.40	23.37	23.20	
606942868	935.66	58.50	23.35	23.20	
609250516	935.64	58.60	23.35	23.20	
611557124	935.60	58.60	23.33	23.20	
613863728	935.59	58.60	23.33	23.20	
616170432	935.64	58.70	23.33	23.20	
618477144	935.67	58.70	23.32	23.20	
620783860	935.66	58.70	23.32	23.20	
623090472	935.63	58.60	23.30	23.20	
625397080	935.65	58.60	23.30	23.20	
627703672	935.62	58.60	23.30	23.20	
630010304	935.60	58.60	23.29	23.20	
632316908	935.65	58.60	23.30	23.20	
634623512	935.65	58.60	23.29	23.20	
636930136	935.65	58.60	23.27	23.20	
639236744	935.63	58.60	23.27	23.20	
641544424	935.62	58.50	23.28	23.20	
643850996	935.62	58.40	23.27	23.20	
646158584	935.66	58.40	23.26	23.20	
648465164	935.60	58.40	23.26	23.20	
650771724	935.63	58.40	23.27	23.20	
653078384	935.68	58.30	23.27	23.20	
655384956	935.68	58.40	23.28	23.20	
657691572	935.67	58.60	23.27	23.20	
659998192	935.64	58.60	23.27	23.20	
662304808	935.61	58.60	23.27	23.20	
664611424	935.65	58.60	23.28	23.20	
666919064	935.65	58.60	23.26	23.20	
669225660	935.66	58.60	23.27	23.20	
671532356	935.61	58.70	23.25	23.20	
673839064	935.60	58.70	23.24	23.20	
676145716	935.65	58.80	23.25	23.20	
678452372	935.65	58.80	23.24	23.20	
680759076	935.67	58.70	23.24	23.20	
683065780	935.68	58.70	23.24	23.20	
685372348	935.66	58.40	23.25	23.20	
687678912	935.65	58.20	23.25	23.20	
689985628	935.61	58.10	23.24	23.20	
692292344	935.64	58.10	23.24	23.20	
694598904	935.66	58.20	23.23	23.20	
696905464	935.70	58.20	23.24	23.20	
699213044	935.68	58.20	23.22	23.20	
701519608	935.59	58.20	23.19	23.20	
703826168	935.65	58.20	23.21	23.20	
706132744	935.61	58.20	23.19	23.20	
708439300	935.66	58.20	23.21	23.20	
710745864	935.66	58.20	23.20	23.20	
713052416	935.61	58.20	23.19	23.20	
715358988	935.65	58.20	23.19	23.20	
717665552	935.66	58.20	23.19	23.20	
719972104	935.63	58.20	23.19	23.20	
722278664	935.61	58.20	23.19	23.20	
724585228	935.65	58.20	23.19	23.20	
726891780	935.65	58.20	23.18	23.20	
729198340	935.63	58.20	23.19	23.20	
731504896	935.69	58.20	23.18	23.20	
733811596	935.64	58.10	23.17	23.20	
736118312	935.63	58.10	23.17	23.20	
738424924	935.65	58.00	23.18	23.20	
740731540	935.60	58.00	23.18	23.20	
743039152	935.61	58.00	23.18	23.20	
